"Interview_difficulty","Interview_experience","Offer","Company_name","Referral","process_time","sector"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Recruiter",2,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft","College Or University",120,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft",NA,NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft",NA,28,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Employee Referral",28,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Employee Referral",14,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",14,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","Staffing Agency",1,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",90,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",2,"Tech"
NA,NA,"No Offer","Microsoft",NA,NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",60,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",3,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Online",28,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","College Or University",14,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","Online",NA,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","College Or University",35,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",14,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",120,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","In-Person",120,"Tech"
"Difficult Interview",NA,"No Offer","Microsoft","Recruiter",1,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft",NA,7,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Employee Referral",28,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",60,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",42,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Recruiter",14,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",1,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft","Online",14,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Recruiter",14,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft",NA,210,"Tech"
NA,NA,"No Offer","Microsoft","College Or University",49,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Online",21,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","Online",14,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",21,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Employee Referral",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Employee Referral",60,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Employee Referral",1,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","Recruiter",60,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","Employee Referral",28,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",NA,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Online",NA,"Tech"
"Difficult Interview","Neutral Experience","No Offer","Microsoft","Recruiter",28,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft","Recruiter",14,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","Online",28,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",NA,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft","Online",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Employee Referral",21,"Tech"
"Easy Interview","Positive Experience","Offer","Microsoft","Recruiter",NA,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Employee Referral",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",21,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Employee Referral",NA,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft",NA,1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Other Source",1,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Online",1,"Tech"
"Difficult Interview","Neutral Experience","No Offer","Microsoft","Online",28,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft","Recruiter",28,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft",NA,NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",35,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",6,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Employee Referral",1,"Tech"
"Difficult Interview","Neutral Experience","No Offer","Microsoft","Recruiter",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","In-Person",NA,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",1,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft",NA,3,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","Employee Referral",NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Easy Interview","Neutral Experience","No Offer","Microsoft","Online",1,"Tech"
"Difficult Interview","Neutral Experience","No Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",14,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Online",60,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","Recruiter",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",NA,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Recruiter",7,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","Online",14,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","In-Person",1,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Employee Referral",NA,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft","Recruiter",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Online",28,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","In-Person",28,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft","College Or University",60,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","Online",NA,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Employee Referral",90,"Tech"
"Easy Interview","Positive Experience","Offer","Microsoft","College Or University",60,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",2,"Tech"
"Easy Interview","Negative Experience","Offer","Microsoft","Online",60,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",60,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Easy Interview","Positive Experience","Offer","Microsoft","College Or University",90,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Neutral Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft",NA,NA,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft","Online",3,"Tech"
"Difficult Interview","Positive Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","Recruiter",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",1,"Tech"
"Difficult Interview","Neutral Experience","No Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","Recruiter",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",2,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","Online",NA,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Recruiter",28,"Tech"
"Easy Interview","Positive Experience","No Offer","Microsoft","College Or University",56,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Employee Referral",NA,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","Recruiter",NA,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","College Or University",28,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",NA,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","Recruiter",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",21,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft","Recruiter",1,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",14,"Tech"
"Average Interview","Positive Experience","No Offer","Microsoft","College Or University",42,"Tech"
"Difficult Interview","Positive Experience","Offer","Microsoft","Recruiter",21,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","College Or University",21,"Tech"
"Average Interview","Neutral Experience","Offer","Microsoft","Online",NA,"Tech"
"Difficult Interview","Negative Experience","No Offer","Microsoft",NA,14,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",1,"Tech"
"Average Interview","Positive Experience","Offer","Microsoft","College Or University",35,"Tech"
"Average Interview","Negative Experience","No Offer","Microsoft","College Or University",21,"Tech"
"Easy Interview","Negative Experience","No Offer","Microsoft","College Or University",NA,"Tech"
